country_code,parameter,unit,measurement_date,threshold_24h,country_daily_avg,locations_with_data,locations_exceeding,locations_comparable,reading_count,avg_hours_covered,reference_monitor_locations,exceedance_rate,rolling_7d_avg,rolling_7d_station_exceedance_rate
AE,pm10,µg/m³,2024-09-02,45.0,16.88055557012558,1,0,1,24,24.0,0,0.0,67.9518562077243,57.14285714285714
AE,pm10,µg/m³,2024-09-10,45.0,91.18928549024793,1,1,1,21,21.0,0,100.0,51.56413187412312,71.42857142857143
AE,pm10,µg/m³,2024-12-01,45.0,16.354464091877972,3,0,3,72,24.0,0,0.0,31.432703331412792,23.809523809523807
AE,pm10,µg/m³,2025-01-09,45.0,63.8389108814479,3,3,3,69,23.0,0,100.0,43.156029174561255,42.857142857142854
AE,pm10,µg/m³,2024-08-21,45.0,14.86006943219238,1,0,1,24,24.0,0,0.0,26.870900803866448,14.285714285714285
AE,pm10,µg/m³,2024-09-07,45.0,63.91770826445685,1,1,1,24,24.0,0,100.0,31.23565262905459,28.57142857142857
AE,pm10,µg/m³,2024-10-10,45.0,51.115953001711105,3,3,3,72,24.0,0,100.0,32.74618474956518,17.647058823529413
AE,pm10,µg/m³,2024-10-30,45.0,46.442129647290265,3,2,3,72,24.0,0,66.66666666666666,34.02532910000071,23.809523809523807
AE,pm10,µg/m³,2024-12-05,45.0,40.60943925822223,3,0,3,72,24.0,0,0.0,24.018547710429754,0.0
AE,pm10,µg/m³,2024-11-26,45.0,37.846547486605466,3,0,3,72,24.0,0,0.0,55.69339998705046,66.66666666666666
AE,pm10,µg/m³,2024-10-23,45.0,41.05270059958652,3,0,3,72,24.0,0,0.0,45.55556930557248,42.857142857142854
AE,pm10,µg/m³,2024-10-04,45.0,34.35659718745285,2,0,2,39,19.5,0,0.0,35.93187000694729,12.5
AE,pm10,µg/m³,2024-09-19,45.0,62.44756942325169,1,1,1,24,24.0,0,100.0,55.04548757856522,85.71428571428571
AE,pm10,µg/m³,2024-09-17,45.0,48.974305556880104,1,1,1,24,24.0,0,100.0,53.025396029078564,71.42857142857143
AE,pm10,µg/m³,2024-08-31,45.0,31.46770825982094,1,0,1,24,24.0,0,0.0,75.55019450515952,71.42857142857143
AE,pm10,µg/m³,2024-09-23,45.0,60.05520847770902,1,1,1,24,24.0,0,100.0,52.41631945068874,71.42857142857143
AE,pm10,µg/m³,2024-12-31,45.0,66.65171177477865,3,3,3,67,22.333333333333332,0,100.0,60.08937679973635,80.95238095238095
AE,pm10,µg/m³,2024-12-12,45.0,16.56242767583441,3,0,3,72,24.0,0,0.0,35.52232958272073,26.08695652173913
AE,pm10,µg/m³,2024-11-19,45.0,50.73348758176521,3,3,3,72,24.0,0,100.0,51.67866786618239,71.42857142857143
AE,pm10,µg/m³,2024-12-13,45.0,31.596445562662904,3,0,3,72,24.0,0,0.0,27.686798731257362,13.043478260869565
AE,pm10,µg/m³,2024-10-01,45.0,21.72743054231008,1,0,1,24,24.0,0,0.0,58.58783897000646,57.14285714285714
AE,pm10,µg/m³,2024-09-28,45.0,76.6255206796858,1,1,1,24,24.0,0,100.0,73.46851855516434,85.71428571428571
AE,pm10,µg/m³,2025-01-06,45.0,47.56399322134076,3,2,3,51,17.0,0,66.66666666666666,37.90766654963832,28.57142857142857
AE,pm10,µg/m³,2024-11-22,45.0,82.22054383048304,3,3,3,72,24.0,0,100.0,55.44616675680434,85.71428571428571
AE,pm10,µg/m³,2024-11-11,45.0,57.043807855358835,3,3,3,72,24.0,0,100.0,60.405247821694324,100.0
AE,pm10,µg/m³,2024-07-31,45.0,39.75555559661653,1,0,1,24,24.0,0,0.0,45.89949388659793,57.14285714285714
AE,pm10,µg/m³,2024-07-27,45.0,52.388586984164476,1,1,1,23,23.0,0,100.0,55.22671256075607,100.0
AE,pm10,µg/m³,2024-10-22,45.0,61.27241509490542,3,3,3,72,24.0,0,100.0,41.85873288791824,42.857142857142854
AE,pm10,µg/m³,2024-10-05,45.0,25.26593748827775,2,0,2,40,20.0,0,0.0,28.594786693889,0.0
AE,pm10,µg/m³,2024-09-13,45.0,36.826225477106426,1,0,1,17,17.0,0,0.0,58.17267486398162,71.42857142857143
AE,pm10,µg/m³,2024-09-08,45.0,46.88072917196486,1,1,1,24,24.0,0,100.0,34.703460170818566,42.857142857142854
AE,pm10,µg/m³,2024-08-11,45.0,22.826388912068474,1,0,1,24,24.0,0,0.0,26.853715249177867,0.0
AE,pm10,µg/m³,2024-07-25,45.0,59.28611101927581,1,1,1,9,9.0,0,100.0,59.28611101927581,100.0
AE,pm10,µg/m³,2024-10-02,45.0,25.212499961256984,1,0,1,24,24.0,0,0.0,50.31393023734055,42.857142857142854
AE,pm25,µg/m³,2026-06-25,15.0,51.07083333333333,8,8,8,184,22.999999999999996,0,100.0,40.296123593668234,98.11320754716981
AE,pm25,µg/m³,2026-08-18,15.0,28.332812500000003,8,8,8,192,24.0,0,100.0,48.99710884353741,100.0
AE,pm25,µg/m³,2024-08-25,15.0,27.45069440537028,1,1,1,24,24.0,0,100.0,20.558688818225782,85.71428571428571
AE,pm25,µg/m³,2024-09-29,15.0,29.74843746754858,1,1,1,24,24.0,0,100.0,66.43791334260078,100.0
AE,pm25,µg/m³,2025-01-09,15.0,55.807399717506,3,3,3,69,23.0,0,100.0,38.47661400900555,100.0
AE,pm25,µg/m³,2026-06-21,15.0,48.45178571428571,7,7,7,168,24.0,0,100.0,33.25232142857143,97.91666666666666
AE,pm25,µg/m³,2026-05-26,15.0,46.784523809523805,7,7,7,168,24.0,0,100.0,35.73258928571428,72.0
AE,pm25,µg/m³,2026-05-05,15.0,46.779062499999995,8,8,8,188,23.5,0,100.0,32.349539522977025,100.0
AE,pm25,µg/m³,2025-03-22,15.0,17.585489131913786,3,3,3,64,21.333333333333332,0,100.0,50.003641690291374,100.0
AE,pm25,µg/m³,2025-03-23,15.0,25.574927081828832,3,3,3,65,21.666666666666668,0,100.0,47.27691202057364,100.0
AE,pm25,µg/m³,2026-08-19,15.0,26.359375,8,8,8,192,24.0,0,100.0,45.29301658163265,100.0
AE,pm25,µg/m³,2026-07-31,15.0,44.596875000000004,8,8,8,192,24.0,0,100.0,42.62105654761905,100.0
AE,pm25,µg/m³,2026-06-16,15.0,21.87369047619048,7,7,7,154,21.999999999999996,0,100.0,45.137663690476195,100.0
AE,pm25,µg/m³,2026-06-01,15.0,22.452380952380953,7,7,7,168,24.0,0,100.0,36.979166666666664,100.0
AE,pm25,µg/m³,2024-09-16,15.0,50.0930556125111,1,1,1,24,24.0,0,100.0,51.804407540678284,100.0
AE,pm25,µg/m³,2024-10-02,15.0,23.04444445338514,1,1,1,24,24.0,0,100.0,46.091013558327205,100.0
AE,pm25,µg/m³,2024-12-07,15.0,43.973685678508545,4,4,4,77,19.25,0,100.0,35.38072098596681,95.45454545454545
AE,pm25,µg/m³,2024-12-31,15.0,59.368833055319605,3,3,3,67,22.333333333333332,0,100.0,52.53504713341858,100.0
AE,pm25,µg/m³,2025-02-16,15.0,30.989534451905325,3,3,3,72,24.0,0,100.0,28.927660838240637,88.88888888888889
AE,pm25,µg/m³,2025-02-22,15.0,35.6372482114368,3,3,3,72,24.0,0,100.0,31.263969046062133,95.23809523809523
AE,pm25,µg/m³,2025-03-14,15.0,68.13942408561707,3,3,3,72,24.0,0,100.0,33.898835866145355,80.95238095238095
AE,pm25,µg/m³,2025-03-19,15.0,51.542511789887044,3,3,3,72,24.0,0,100.0,61.26375228026098,100.0
